teamname,bcs,team,opponent,line,overunder,ownscore,opponentscore,vseteamname,date,day,month,year,season,realspread,win,tie
Akron,0,124,114,23.5,,9,52,"University of Akron (Akron, OH) ",11nov1989,11,11,1989,1989,-43,0,0
Akron,0,124,57,1.5,,31,24,"University of Akron (Akron, OH) ",07oct1989,7,10,1989,1989,7,1,0
Akron,0,124,123,-5.5,,40,7,"University of Akron (Akron, OH) ",09sep1989,9,9,1989,1989,33,1,0
Akron,0,124,46,-9.5,,31,0,"University of Akron (Akron, OH) ",28oct1989,28,10,1989,1989,31,1,0
Akron,0,124,141,0,,14,14,"University of Akron (Akron, OH) ",15sep1990,15,9,1990,1990,0,0,1
Akron,0,124,66,-1.5,,13,17,"University of Akron (Akron, OH) ",13oct1990,13,10,1990,1990,-4,0,0
Akron,0,124,67,-4,45,20,24,"University of Akron (Akron, OH) ",06oct1990,6,10,1990,1990,-4,0,0
Akron,0,124,57,17,,15,36,"University of Akron (Akron, OH) ",10nov1990,10,11,1990,1990,-21,0,0
Akron,0,124,129,7.5,,17,20,"University of Akron (Akron, OH) ",27oct1990,27,10,1990,1990,-3,0,0
Akron,0,124,69,28,,0,59,"University of Akron (Akron, OH) ",20oct1990,20,10,1990,1990,-59,0,0
Akron,0,124,123,-7,,38,10,"University of Akron (Akron, OH) ",08sep1990,8,9,1990,1990,28,1,0
Akron,0,124,68,5.5,,28,31,"University of Akron (Akron, OH) ",03nov1990,3,11,1990,1990,-3,0,0
Akron,0,124,45,26,,24,42,"University of Akron (Akron, OH) ",09nov1991,9,11,1991,1991,-18,0,0
Akron,0,124,56,9,,37,32,"University of Akron (Akron, OH) ",23nov1991,23,11,1991,1991,5,1,0
Akron,0,124,78,19.5,,20,56,"University of Akron (Akron, OH) ",05oct1991,5,10,1991,1991,-36,0,0
Akron,0,124,141,16.5,,29,31,"University of Akron (Akron, OH) ",21sep1991,21,9,1991,1991,-2,0,0
Akron,0,124,75,-9,,28,23,"University of Akron (Akron, OH) ",19oct1991,19,10,1991,1991,5,1,0
Akron,0,124,67,4,,12,35,"University of Akron (Akron, OH) ",07sep1991,7,9,1991,1991,-23,0,0
Akron,0,124,127,4.5,,0,19,"University of Akron (Akron, OH) ",16nov1991,16,11,1991,1991,-19,0,0
Akron,0,124,68,-8,,17,7,"University of Akron (Akron, OH) ",26oct1991,26,10,1991,1991,10,1,0
Akron,0,124,123,-10,,16,20,"University of Akron (Akron, OH) ",10oct1992,10,10,1992,1992,-4,0,0
Akron,0,124,141,4.5,,31,28,"University of Akron (Akron, OH) ",31oct1992,31,10,1992,1992,3,1,0
Akron,0,124,82,3,,23,20,"University of Akron (Akron, OH) ",12sep1992,12,9,1992,1992,3,1,0
Akron,0,124,46,6.5,,24,22,"University of Akron (Akron, OH) ",21nov1992,21,11,1992,1992,2,1,0
Akron,0,124,56,-7,,29,15,"University of Akron (Akron, OH) ",07nov1992,7,11,1992,1992,14,1,0
Akron,0,124,86,5.5,,22,14,"University of Akron (Akron, OH) ",17oct1992,17,10,1992,1992,8,1,0
Akron,0,124,85,1,,3,24,"University of Akron (Akron, OH) ",24oct1992,24,10,1992,1992,-21,0,0
Akron,0,124,117,-7,,13,0,"University of Akron (Akron, OH) ",03oct1992,3,10,1992,1992,13,1,0
Akron,0,124,136,4,,27,9,"University of Akron (Akron, OH) ",05sep1992,5,9,1992,1992,18,1,0
Akron,0,124,67,3,,20,24,"University of Akron (Akron, OH) ",19sep1992,19,9,1992,1992,-4,0,0
Akron,0,124,136,-8.5,,19,7,"University of Akron (Akron, OH) ",06nov1993,6,11,1993,1993,12,1,0
Akron,0,124,123,0,,42,7,"University of Akron (Akron, OH) ",11sep1993,11,9,1993,1993,35,1,0
Akron,0,124,85,6.5,,7,49,"University of Akron (Akron, OH) ",16oct1993,16,10,1993,1993,-42,0,0
Akron,0,124,121,-9,,31,13,"University of Akron (Akron, OH) ",09oct1993,9,10,1993,1993,18,1,0
Akron,0,124,117,-7,,13,21,"University of Akron (Akron, OH) ",30oct1993,30,10,1993,1993,-8,0,0
Akron,0,124,86,-1,,9,31,"University of Akron (Akron, OH) ",13nov1993,13,11,1993,1993,-22,0,0
Akron,0,124,56,0,,31,7,"University of Akron (Akron, OH) ",23oct1993,23,10,1993,1993,24,1,0
Akron,0,124,141,6,,23,13,"University of Akron (Akron, OH) ",02sep1993,2,9,1993,1993,10,1,0
Akron,0,124,127,0,,14,35,"University of Akron (Akron, OH) ",02oct1993,2,10,1993,1993,-21,0,0
Akron,0,124,67,-6,,3,20,"University of Akron (Akron, OH) ",18sep1993,18,9,1993,1993,-17,0,0
Akron,0,124,117,3,,24,10,"University of Akron (Akron, OH) ",19nov1994,19,11,1994,1994,14,1,0
Akron,0,124,141,16,,0,47,"University of Akron (Akron, OH) ",15oct1994,15,10,1994,1994,-47,0,0
Akron,0,124,86,23,,28,38,"University of Akron (Akron, OH) ",12nov1994,12,11,1994,1994,-10,0,0
Akron,0,124,67,26,,6,19,"University of Akron (Akron, OH) ",24sep1994,24,9,1994,1994,-13,0,0
Akron,0,124,82,15.5,,25,48,"University of Akron (Akron, OH) ",22oct1994,22,10,1994,1994,-23,0,0
Akron,0,124,123,4.5,,15,32,"University of Akron (Akron, OH) ",17sep1994,17,9,1994,1994,-17,0,0
Akron,0,124,136,18,,18,42,"University of Akron (Akron, OH) ",05nov1994,5,11,1994,1994,-24,0,0
Akron,0,124,85,13.5,,0,45,"University of Akron (Akron, OH) ",10sep1994,10,9,1994,1994,-45,0,0
Akron,0,124,121,13.5,,14,50,"University of Akron (Akron, OH) ",08oct1994,8,10,1994,1994,-36,0,0
Akron,0,124,56,-6.5,,7,32,"University of Akron (Akron, OH) ",03sep1994,3,9,1994,1994,-25,0,0
Akron,0,124,67,24,,3,7,"University of Akron (Akron, OH) ",07oct1995,7,10,1995,1995,-4,0,0
Akron,0,124,123,-2,,14,6,"University of Akron (Akron, OH) ",28oct1995,28,10,1995,1995,8,1,0
Akron,0,124,136,11,,29,49,"University of Akron (Akron, OH) ",02sep1995,2,9,1995,1995,-20,0,0
Akron,0,124,45,37,,27,77,"University of Akron (Akron, OH) ",14oct1995,14,10,1995,1995,-50,0,0
Akron,0,124,117,-1,,23,29,"University of Akron (Akron, OH) ",21oct1995,21,10,1995,1995,-6,0,0
Akron,0,124,82,28.5,,7,41,"University of Akron (Akron, OH) ",11nov1995,11,11,1995,1995,-34,0,0
Akron,0,124,121,31,,0,65,"University of Akron (Akron, OH) ",18nov1995,18,11,1995,1995,-65,0,0
Akron,0,124,85,28,,12,50,"University of Akron (Akron, OH) ",16sep1995,16,9,1995,1995,-38,0,0
Akron,0,124,141,21,,16,13,"University of Akron (Akron, OH) ",30sep1995,30,9,1995,1995,3,1,0
Akron,0,124,130,40.5,,0,67,"University of Akron (Akron, OH) ",23sep1995,23,9,1995,1995,-67,0,0
Akron,0,124,45,39,,18,21,"University of Akron (Akron, OH) ",07sep1996,7,9,1996,1996,-3,0,0
Akron,0,124,85,5.5,,21,14,"University of Akron (Akron, OH) ",02nov1996,2,11,1996,1996,7,1,0
Akron,0,124,117,6,,14,44,"University of Akron (Akron, OH) ",29aug1996,29,8,1996,1996,-30,0,0
Akron,0,124,67,8.5,,27,7,"University of Akron (Akron, OH) ",28sep1996,28,9,1996,1996,20,1,0
Akron,0,124,82,15,,10,27,"University of Akron (Akron, OH) ",14sep1996,14,9,1996,1996,-17,0,0
Akron,0,124,141,13,,0,42,"University of Akron (Akron, OH) ",12oct1996,12,10,1996,1996,-42,0,0
Akron,0,124,72,27,,7,38,"University of Akron (Akron, OH) ",21sep1996,21,9,1996,1996,-31,0,0
Akron,0,124,68,5,,34,17,"University of Akron (Akron, OH) ",26oct1996,26,10,1996,1996,17,1,0
Akron,0,124,136,9,,17,20,"University of Akron (Akron, OH) ",09nov1996,9,11,1996,1996,-3,0,0
Akron,0,124,121,25.5,,10,7,"University of Akron (Akron, OH) ",19oct1996,19,10,1996,1996,3,1,0
Akron,0,124,123,-3.5,,17,32,"University of Akron (Akron, OH) ",05oct1996,5,10,1996,1996,-15,0,0
Akron,0,124,85,8,,28,31,"University of Akron (Akron, OH) ",20sep1997,20,9,1997,1997,-3,0,0
Akron,0,124,136,7.5,,0,45,"University of Akron (Akron, OH) ",18oct1997,18,10,1997,1997,-45,0,0
Akron,0,124,123,-2,,45,35,"University of Akron (Akron, OH) ",08nov1997,8,11,1997,1997,10,1,0
Akron,0,124,86,9.5,,14,31,"University of Akron (Akron, OH) ",01nov1997,1,11,1997,1997,-17,0,0
Akron,0,124,117,24,,17,21,"University of Akron (Akron, OH) ",25oct1997,25,10,1997,1997,-4,0,0
Akron,0,124,121,,,20,49,"University of Akron (Akron, OH) ",13sep1997,13,9,1997,1997,-29,0,0
Akron,0,124,82,21.5,,10,42,"University of Akron (Akron, OH) ",15nov1997,15,11,1997,1997,-32,0,0
Akron,0,124,118,,,17,52,"University of Akron (Akron, OH) ",11oct1997,11,10,1997,1997,-35,0,0
Akron,0,124,55,,,14,59,"University of Akron (Akron, OH) ",30aug1997,30,8,1997,1997,-45,0,0
Akron,0,124,141,,,53,14,"University of Akron (Akron, OH) ",04oct1997,4,10,1997,1997,39,1,0
Akron,0,124,116,42,,0,56,"University of Akron (Akron, OH) ",27sep1997,27,9,1997,1997,-56,0,0
Akron,0,124,121,16,,14,20,"University of Akron (Akron, OH) ",21nov1998,21,11,1998,1998,-6,0,0
Akron,0,124,86,-7.5,,52,14,"University of Akron (Akron, OH) ",26sep1998,26,9,1998,1998,38,1,0
Akron,0,124,56,9,,35,28,"University of Akron (Akron, OH) ",12sep1998,12,9,1998,1998,7,1,0
Akron,0,124,136,-8,,24,21,"University of Akron (Akron, OH) ",14nov1998,14,11,1998,1998,3,1,0
Akron,0,124,117,5.5,,14,28,"University of Akron (Akron, OH) ",17oct1998,17,10,1998,1998,-14,0,0
Akron,0,124,118,17,,16,27,"University of Akron (Akron, OH) ",05sep1998,5,9,1998,1998,-11,0,0
Akron,0,124,82,5.5,,17,24,"University of Akron (Akron, OH) ",24oct1998,24,10,1998,1998,-7,0,0
Akron,0,124,141,2,,27,28,"University of Akron (Akron, OH) ",31oct1998,31,10,1998,1998,-1,0,0
Akron,0,124,123,-9.5,,45,16,"University of Akron (Akron, OH) ",10oct1998,10,10,1998,1998,29,1,0
Akron,0,124,36,11,,0,35,"University of Akron (Akron, OH) ",03oct1998,3,10,1998,1998,-35,0,0
Akron,0,124,85,7.5,,21,58,"University of Akron (Akron, OH) ",07nov1998,7,11,1998,1998,-37,0,0
Akron,0,124,59,44.5,,24,70,"University of Akron (Akron, OH) ",04sep1999,4,9,1999,1999,-46,0,0
Akron,0,124,67,1,,10,24,"University of Akron (Akron, OH) ",30oct1999,30,10,1999,1999,-14,0,0
Akron,0,124,66,10,,35,29,"University of Akron (Akron, OH) ",23oct1999,23,10,1999,1999,6,1,0
Akron,0,124,145,-21,,17,10,"University of Akron (Akron, OH) ",11sep1999,11,9,1999,1999,7,1,0
Akron,0,124,117,-1.5,,41,28,"University of Akron (Akron, OH) ",09oct1999,9,10,1999,1999,13,1,0
Akron,0,124,136,-1,,17,38,"University of Akron (Akron, OH) ",25sep1999,25,9,1999,1999,-21,0,0
Akron,0,124,56,1,,25,15,"University of Akron (Akron, OH) ",18sep1999,18,9,1999,1999,10,1,0
Akron,0,124,85,-3.5,,55,25,"University of Akron (Akron, OH) ",16oct1999,16,10,1999,1999,30,1,0
Akron,0,124,121,8.5,,23,32,"University of Akron (Akron, OH) ",06nov1999,6,11,1999,1999,-9,0,0
Akron,0,124,86,0,,31,9,"University of Akron (Akron, OH) ",02oct1999,2,10,1999,1999,22,1,0
Akron,0,124,123,-16,,37,34,"University of Akron (Akron, OH) ",13nov1999,13,11,1999,1999,3,1,0
Akron,0,124,68,1,,35,52,"University of Akron (Akron, OH) ",14oct2000,14,10,2000,2000,-17,0,0
Akron,0,124,85,-8,,27,21,"University of Akron (Akron, OH) ",07oct2000,7,10,2000,2000,6,1,0
Akron,0,124,45,31,,23,52,"University of Akron (Akron, OH) ",01sep2000,1,9,2000,2000,-29,0,0
Akron,0,124,117,8.5,,23,20,"University of Akron (Akron, OH) ",23sep2000,23,9,2000,2000,3,1,0
Akron,0,124,121,5,,37,20,"University of Akron (Akron, OH) ",30sep2000,30,9,2000,2000,17,1,0
Akron,0,124,123,-12,,34,6,"University of Akron (Akron, OH) ",18nov2000,18,11,2000,2000,28,1,0
Akron,0,124,144,-22,,35,38,"University of Akron (Akron, OH) ",21oct2000,21,10,2000,2000,-3,0,0
Akron,0,124,145,,,49,14,"University of Akron (Akron, OH) ",11nov2000,11,11,2000,2000,35,1,0
Akron,0,124,141,-5,,7,17,"University of Akron (Akron, OH) ",09sep2000,9,9,2000,2000,-10,0,0
Akron,0,124,118,4,,28,31,"University of Akron (Akron, OH) ",28oct2000,28,10,2000,2000,-3,0,0
Akron,0,124,142,2,,35,24,"University of Akron (Akron, OH) ",16sep2000,16,9,2000,2000,11,1,0
Akron,0,124,121,9.5,,27,30,"University of Akron (Akron, OH) ",13oct2001,13,10,2001,2001,-3,0,0
Akron,0,124,118,14.5,,33,50,"University of Akron (Akron, OH) ",27oct2001,27,10,2001,2001,-17,0,0
Akron,0,124,67,15.5,,14,31,"University of Akron (Akron, OH) ",06oct2001,6,10,2001,2001,-17,0,0
Akron,0,124,136,-17,,65,62,"University of Akron (Akron, OH) ",24nov2001,24,11,2001,2001,3,1,0
Akron,0,124,117,5.5,,31,29,"University of Akron (Akron, OH) ",30aug2001,30,8,2001,2001,2,1,0
Akron,0,124,123,-17,,14,10,"University of Akron (Akron, OH) ",29sep2001,29,9,2001,2001,4,1,0
Akron,0,124,105,26,,14,28,"University of Akron (Akron, OH) ",08sep2001,8,9,2001,2001,-14,0,0
Akron,0,124,85,5,,11,16,"University of Akron (Akron, OH) ",20oct2001,20,10,2001,2001,-5,0,0
Akron,0,124,35,20,,14,33,"University of Akron (Akron, OH) ",22sep2001,22,9,2001,2001,-19,0,0
Akron,0,124,142,17,,17,57,"University of Akron (Akron, OH) ",03nov2001,3,11,2001,2001,-40,0,0
Akron,0,124,145,-4.5,,41,14,"University of Akron (Akron, OH) ",17nov2001,17,11,2001,2001,27,1,0
Akron,0,124,123,-7,51,48,10,"University of Akron (Akron, OH) ",23nov2002,23,11,2002,2002,38,1,0
Akron,0,124,136,-10.5,62.5,34,42,"University of Akron (Akron, OH) ",05oct2002,5,10,2002,2002,-8,0,0
Akron,0,124,117,3,59,10,27,"University of Akron (Akron, OH) ",09nov2002,9,11,2002,2002,-17,0,0
Akron,0,124,60,22.5,,14,44,"University of Akron (Akron, OH) ",07sep2002,7,9,2002,2002,-30,0,0
Akron,0,124,Liberty,,,49,21,"University of Akron (Akron, OH) ",12oct2002,12,10,2002,2002,28,1,0
Akron,0,124,134,24,,29,48,"University of Akron (Akron, OH) ",21sep2002,21,9,2002,2002,-19,0,0
Akron,0,124,142,19,60.5,17,28,"University of Akron (Akron, OH) ",26oct2002,26,10,2002,2002,-11,0,0
Akron,0,124,121,9,57,31,48,"University of Akron (Akron, OH) ",28sep2002,28,9,2002,2002,-17,0,0
Akron,0,124,118,17,68,34,20,"University of Akron (Akron, OH) ",02nov2002,2,11,2002,2002,14,1,0
Akron,0,124,133,19,,21,57,"University of Akron (Akron, OH) ",31aug2002,31,8,2002,2002,-36,0,0
Akron,0,124,145,-16.5,,21,10,"University of Akron (Akron, OH) ",16nov2002,16,11,2002,2002,11,1,0
Akron,0,124,141,-1,,17,24,"University of Akron (Akron, OH) ",14sep2002,14,9,2002,2002,-7,0,0
Akron,0,124,118,13,64,24,42,"University of Akron (Akron, OH) ",01nov2003,1,11,2003,2003,-18,0,0
Akron,0,124,145,-15.5,,38,21,"University of Akron (Akron, OH) ",27sep2003,27,9,2003,2003,17,1,0
Akron,0,124,Howard,,,65,7,"University of Akron (Akron, OH) ",20sep2003,20,9,2003,2003,58,1,0
Akron,0,124,Cal. Poly - SLO,,,45,14,"University of Akron (Akron, OH) ",11oct2003,11,10,2003,2003,31,1,0
Akron,0,124,121,16.5,67,20,45,"University of Akron (Akron, OH) ",04oct2003,4,10,2003,2003,-25,0,0
Akron,0,124,142,-8.5,58,38,24,"University of Akron (Akron, OH) ",18oct2003,18,10,2003,2003,14,1,0
Akron,0,124,117,-10.5,62.5,35,28,"University of Akron (Akron, OH) ",15nov2003,15,11,2003,2003,7,1,0
Akron,0,124,141,-7,60,40,28,"University of Akron (Akron, OH) ",08nov2003,8,11,2003,2003,12,1,0
Akron,0,124,136,-19,,24,17,"University of Akron (Akron, OH) ",13sep2003,13,9,2003,2003,7,1,0
Akron,0,124,123,-12.5,,38,41,"University of Akron (Akron, OH) ",28aug2003,28,8,2003,2003,-3,0,0
Akron,0,124,144,10,61,37,38,"University of Akron (Akron, OH) ",25oct2003,25,10,2003,2003,-1,0,0
Akron,0,124,111,27,,31,48,"University of Akron (Akron, OH) ",06sep2003,6,9,2003,2003,-17,0,0
Akron,0,124,123,7,61,24,19,"University of Akron (Akron, OH) ",23sep2004,23,9,2004,2004,5,1,0
Akron,0,124,143,-6.5,,24,31,"University of Akron (Akron, OH) ",11sep2004,11,9,2004,2004,-7,0,0
Akron,0,124,68,17.5,56.5,19,49,"University of Akron (Akron, OH) ",02oct2004,2,10,2004,2004,-30,0,0
Akron,0,124,59,16,,10,48,"University of Akron (Akron, OH) ",04sep2004,4,9,2004,2004,-38,0,0
Akron,0,124,121,9.5,56.5,27,37,"University of Akron (Akron, OH) ",20nov2004,20,11,2004,2004,-10,0,0
Akron,0,124,134,32,59.5,0,51,"University of Akron (Akron, OH) ",18sep2004,18,9,2004,2004,-51,0,0
Akron,0,124,145,-7.5,55,44,21,"University of Akron (Akron, OH) ",09oct2004,9,10,2004,2004,23,1,0
Akron,0,124,117,1.5,51,31,19,"University of Akron (Akron, OH) ",13nov2004,13,11,2004,2004,12,1,0
Akron,0,124,142,2.5,56,26,21,"University of Akron (Akron, OH) ",16oct2004,16,10,2004,2004,5,1,0
Akron,0,124,86,-11.5,56,35,23,"University of Akron (Akron, OH) ",23oct2004,23,10,2004,2004,12,1,0
Akron,0,124,118,10,50,31,28,"University of Akron (Akron, OH) ",05nov2004,5,11,2004,2004,3,1,0
Akron,0,124,68,,54,31,30,"University of Akron (Akron, OH) ",01dec2005,1,12,2005,2005,,,0
Akron,0,124,145,-9,44.5,13,7,"University of Akron (Akron, OH) ",08oct2005,8,10,2005,2005,6,1,0
Akron,0,124,127,-7.5,50,0,20,"University of Akron (Akron, OH) ",22oct2005,22,10,2005,2005,-20,0,0
Akron,0,124,85,14.5,58,24,14,"University of Akron (Akron, OH) ",29oct2005,29,10,2005,2005,10,1,0
Akron,0,124,141,-12,57.5,17,31,"University of Akron (Akron, OH) ",01oct2005,1,10,2005,2005,-14,0,0
Akron,0,124,68,8,58,48,42,"University of Akron (Akron, OH) ",24sep2005,24,9,2005,2005,6,1,0
Akron,0,124,123,-14,41.5,35,3,"University of Akron (Akron, OH) ",24nov2005,24,11,2005,2005,32,1,0
Akron,0,124,121,14,56.5,23,51,"University of Akron (Akron, OH) ",15oct2005,15,10,2005,2005,-28,0,0
Akron,0,124,143,6.5,53.5,17,7,"University of Akron (Akron, OH) ",17sep2005,17,9,2005,2005,10,1,0
Akron,0,124,117,-3,45,27,3,"University of Akron (Akron, OH) ",15nov2005,15,11,2005,2005,24,1,0
Akron,0,124,37,,52.5,31,38,"University of Akron (Akron, OH) ",26dec2005,26,12,2005,2005,,,0
Akron,0,124,86,-3,52,17,23,"University of Akron (Akron, OH) ",05nov2005,5,11,2005,2005,-6,0,0
Akron,0,124,35,36,50,24,49,"University of Akron (Akron, OH) ",10sep2005,10,9,2005,2005,-25,0,0
Akron,0,124,121,-8,47.5,24,13,"University of Akron (Akron, OH) ",21oct2006,21,10,2006,2006,11,1,0
Akron,0,124,141,1,44.5,21,24,"University of Akron (Akron, OH) ",16sep2006,16,9,2006,2006,-3,0,0
Akron,0,124,85,-8,45,35,28,"University of Akron (Akron, OH) ",04nov2006,4,11,2006,2006,7,1,0
Akron,0,124,82,-3.5,45,20,35,"University of Akron (Akron, OH) ",28oct2006,28,10,2006,2006,-15,0,0
Akron,0,124,117,5,40,7,17,"University of Akron (Akron, OH) ",16nov2006,16,11,2006,2006,-10,0,0
Akron,0,124,59,17.5,41,16,34,"University of Akron (Akron, OH) ",02sep2006,2,9,2006,2006,-18,0,0
Akron,0,124,67,-2,44.5,0,17,"University of Akron (Akron, OH) ",24nov2006,24,11,2006,2006,-17,0,0
Akron,0,124,79,8.5,40.5,20,17,"University of Akron (Akron, OH) ",09sep2006,9,9,2006,2006,3,1,0
Akron,0,124,46,4.5,43.5,14,20,"University of Akron (Akron, OH) ",07oct2006,7,10,2006,2006,-6,0,0
Akron,0,124,123,-2.5,42,15,37,"University of Akron (Akron, OH) ",30sep2006,30,9,2006,2006,-22,0,0
Akron,0,124,145,-15.5,49,31,16,"University of Akron (Akron, OH) ",09nov2006,9,11,2006,2006,15,1,0
Akron,0,124,99,-17,42.5,33,13,"University of Akron (Akron, OH) ",23sep2006,23,9,2006,2006,20,1,0
Akron,0,124,123,2.5,45,27,20,"University of Akron (Akron, OH) ",22sep2007,22,9,2007,2007,7,1,0
Akron,0,124,145,-1,48,10,26,"University of Akron (Akron, OH) ",27oct2007,27,10,2007,2007,-16,0,0
Akron,0,124,56,-12,51,20,24,"University of Akron (Akron, OH) ",13oct2007,13,10,2007,2007,-4,0,0
Akron,0,124,121,7.5,52.5,0,7,"University of Akron (Akron, OH) ",14nov2007,14,11,2007,2007,-7,0,0
Akron,0,124,127,-5.5,43,22,14,"University of Akron (Akron, OH) ",01sep2007,1,9,2007,2007,8,1,0
Akron,0,124,85,6.5,55.5,20,44,"University of Akron (Akron, OH) ",02nov2007,2,11,2007,2007,-24,0,0
Akron,0,124,67,9.5,56,39,38,"University of Akron (Akron, OH) ",06oct2007,6,10,2007,2007,1,1,0
Akron,0,124,141,3,62.5,32,35,"University of Akron (Akron, OH) ",23nov2007,23,11,2007,2007,-3,0,0
Akron,0,124,105,27,47,2,20,"University of Akron (Akron, OH) ",08sep2007,8,9,2007,2007,-18,0,0
Akron,0,124,144,14.5,44.5,10,44,"University of Akron (Akron, OH) ",29sep2007,29,9,2007,2007,-34,0,0
Akron,0,124,107,13.5,49,24,41,"University of Akron (Akron, OH) ",15sep2007,15,9,2007,2007,-17,0,0
Akron,0,124,117,2.5,49,48,37,"University of Akron (Akron, OH) ",07nov2007,7,11,2007,2007,11,1,0
Akron,0,124,145,-2.5,61,40,43,"University of Akron (Akron, OH) ",13nov2008,13,11,2008,2008,-3,0,0
Akron,0,124,86,6.5,60,24,41,"University of Akron (Akron, OH) ",13sep2008,13,9,2008,2008,-17,0,0
Akron,0,124,46,12,56,15,17,"University of Akron (Akron, OH) ",27sep2008,27,9,2008,2008,-2,0,0
Akron,0,124,111,26.5,51.5,17,38,"University of Akron (Akron, OH) ",30aug2008,30,8,2008,2008,-21,0,0
Akron,0,124,104,4.5,43.5,42,28,"University of Akron (Akron, OH) ",06sep2008,6,9,2008,2008,14,1,0
Akron,0,124,117,-2,54,42,49,"University of Akron (Akron, OH) ",22nov2008,22,11,2008,2008,-7,0,0
Akron,0,124,85,1,52.5,33,37,"University of Akron (Akron, OH) ",11oct2008,11,10,2008,2008,-4,0,0
Akron,0,124,127,-10,47,22,3,"University of Akron (Akron, OH) ",20sep2008,20,9,2008,2008,19,1,0
Akron,0,124,123,-3.5,52,30,27,"University of Akron (Akron, OH) ",04oct2008,4,10,2008,2008,3,1,0
Akron,0,124,56,2.5,58,6,27,"University of Akron (Akron, OH) ",28nov2008,28,11,2008,2008,-21,0,0
Akron,0,124,136,-4.5,53,42,35,"University of Akron (Akron, OH) ",18oct2008,18,10,2008,2008,7,1,0
Akron,0,124,82,-6.5,55,47,30,"University of Akron (Akron, OH) ",05nov2008,5,11,2008,2008,17,1,0
Akron,0,124,68,11,41,10,27,"University of Akron (Akron, OH) ",31oct2009,31,10,2009,2009,-17,0,0
Akron,0,124,145,7.5,46,17,21,"University of Akron (Akron, OH) ",17oct2009,17,10,2009,2009,-4,0,0
Akron,0,124,117,3.5,53,7,19,"University of Akron (Akron, OH) ",10oct2009,10,10,2009,2009,-12,0,0
Akron,0,124,141,16,55.5,21,48,"University of Akron (Akron, OH) ",26sep2009,26,9,2009,2009,-27,0,0
Akron,0,124,59,29.5,58.5,7,31,"University of Akron (Akron, OH) ",05sep2009,5,9,2009,2009,-24,0,0
Akron,0,124,56,6,45.5,17,56,"University of Akron (Akron, OH) ",13nov2009,13,11,2009,2009,-39,0,0
Akron,0,124,104,11.5,47.5,14,28,"University of Akron (Akron, OH) ",24oct2009,24,10,2009,2009,-14,0,0
Akron,0,124,123,4,42.5,28,20,"University of Akron (Akron, OH) ",07nov2009,7,11,2009,2009,8,1,0
Akron,0,124,136,-14,51,28,21,"University of Akron (Akron, OH) ",27nov2009,27,11,2009,2009,7,1,0
Akron,0,124,Morgan State,-27,51,41,0,"University of Akron (Akron, OH) ",12sep2009,12,9,2009,2009,41,1,0
Akron,0,124,85,12,54,20,36,"University of Akron (Akron, OH) ",20nov2009,20,11,2009,2009,-16,0,0
Akron,0,124,107,-3,45.5,21,38,"University of Akron (Akron, OH) ",19sep2009,19,9,2009,2009,-17,0,0
Alabama,1,51,114,-3.5,42.5,14,16,"University of Alabama (Tuscaloosa, AL) ",19oct1985,19,10,1985,1985,-2,0,0
Alabama,1,51,46,-18,,45,10,"University of Alabama (Tuscaloosa, AL) ",21sep1985,21,9,1985,1985,35,1,0
Alabama,1,51,52,0,32,20,16,"University of Alabama (Tuscaloosa, AL) ",02sep1985,2,9,1985,1985,4,1,0
Alabama,1,51,59,-2.5,40,17,19,"University of Alabama (Tuscaloosa, AL) ",12oct1985,12,10,1985,1985,-2,0,0
Alabama,1,51,115,-16,45.5,40,20,"University of Alabama (Tuscaloosa, AL) ",28sep1985,28,9,1985,1985,20,1,0
Alabama,1,51,71,,37.5,24,3,"University of Alabama (Tuscaloosa, AL) ",28dec1985,28,12,1985,1985,,,0
Alabama,1,51,84,3.5,39,25,23,"University of Alabama (Tuscaloosa, AL) ",30nov1985,30,11,1985,1985,2,1,0
Alabama,1,51,37,-8,,28,9,"University of Alabama (Tuscaloosa, AL) ",26oct1985,26,10,1985,1985,19,1,0
Alabama,1,51,116,-1.5,33.5,14,14,"University of Alabama (Tuscaloosa, AL) ",09nov1985,9,11,1985,1985,0,0,1
Alabama,1,51,58,-15,,24,13,"University of Alabama (Tuscaloosa, AL) ",16nov1985,16,11,1985,1985,11,1,0
Alabama,1,51,76,-11,,44,28,"University of Alabama (Tuscaloosa, AL) ",02nov1985,2,11,1985,1985,16,1,0
Alabama,1,51,120,-7,38,23,10,"University of Alabama (Tuscaloosa, AL) ",14sep1985,14,9,1985,1985,13,1,0
Alabama,1,51,115,-22,46,42,10,"University of Alabama (Tuscaloosa, AL) ",06sep1986,6,9,1986,1986,32,1,0
Alabama,1,51,59,-6.5,37,3,23,"University of Alabama (Tuscaloosa, AL) ",25oct1986,25,10,1986,1986,-20,0,0
Alabama,1,51,84,-3,37.5,17,21,"University of Alabama (Tuscaloosa, AL) ",29nov1986,29,11,1986,1986,-4,0,0
Alabama,1,51,105,-4.5,41,16,10,"University of Alabama (Tuscaloosa, AL) ",27aug1986,27,8,1986,1986,6,1,0
Alabama,1,51,114,-13,,56,28,"University of Alabama (Tuscaloosa, AL) ",18oct1986,18,10,1986,1986,28,1,0
Alabama,1,51,37,-37,,37,0,"University of Alabama (Tuscaloosa, AL) ",11oct1986,11,10,1986,1986,37,1,0
